epoch,accuracy,loss,val_accuracy,val_loss
0,0.4100490212440491,2.2466135025024414,0.6458333134651184,1.385227918624878
1,0.6598652005195618,1.2685768604278564,0.7335784435272217,0.9638668298721313
2,0.736948549747467,0.9483242630958557,0.8029412031173706,0.7074936628341675
3,0.7702818512916565,0.7882673740386963,0.8311274647712708,0.6135271191596985
4,0.7954044342041016,0.6973923444747925,0.8321078419685364,0.5744070410728455
5,0.8131740093231201,0.6282156109809875,0.8536764979362488,0.5087341070175171
6,0.8289828300476074,0.5831388831138611,0.8573529124259949,0.49833109974861145
7,0.8341299295425415,0.551582396030426,0.8580882549285889,0.4826320707798004
8,0.8405024409294128,0.5210219621658325,0.8578431606292725,0.4745812714099884
9,0.8506127595901489,0.4939662516117096,0.8686274290084839,0.44225937128067017
10,0.8558210730552673,0.47110071778297424,0.8727940917015076,0.45210161805152893
11,0.8598651885986328,0.45616403222084045,0.8821078538894653,0.40673089027404785
12,0.8639705777168274,0.4369441866874695,0.885049045085907,0.39559927582740784
13,0.8689950704574585,0.4282301068305969,0.875,0.41979900002479553
14,0.8710784316062927,0.41228827834129333,0.8803921341896057,0.4032456576824188
15,0.8746936321258545,0.3984748423099518,0.8821078538894653,0.38149893283843994
16,0.875612735748291,0.38829222321510315,0.8877450823783875,0.38229700922966003
17,0.8810662031173706,0.37456193566322327,0.883088231086731,0.39908966422080994
18,0.885049045085907,0.35853371024131775,0.8857843279838562,0.3842350244522095
19,0.8857230544090271,0.3618176281452179,0.8960784077644348,0.34466683864593506
20,0.8897058963775635,0.34981584548950195,0.8808823823928833,0.389031320810318
21,0.8871936202049255,0.34116676449775696,0.8901960849761963,0.37999647855758667
22,0.8914828300476074,0.3341430723667145,0.8936274647712708,0.38708820939064026
23,0.8943014740943909,0.33390453457832336,0.8897058963775635,0.36215171217918396
24,0.8974264860153198,0.32133471965789795,0.8926470875740051,0.36362406611442566
25,0.8993872404098511,0.3169552683830261,0.886274516582489,0.38851019740104675
26,0.9011642336845398,0.30268895626068115,0.895588219165802,0.36728474497795105
27,0.8996936082839966,0.3009527623653412,0.8872548937797546,0.37929365038871765
28,0.9041666388511658,0.29766401648521423,0.8884803652763367,0.39087194204330444
29,0.9052696228027344,0.2908981740474701,0.8995097875595093,0.35991618037223816
30,0.9078431129455566,0.28454744815826416,0.8892157077789307,0.39123767614364624
31,0.90998774766922,0.2760997712612152,0.8899509906768799,0.40496277809143066
32,0.9145220518112183,0.2650648057460785,0.9002450704574585,0.364836722612381
33,0.9095588326454163,0.27526214718818665,0.9053921699523926,0.34128403663635254
34,0.9110293984413147,0.2755037248134613,0.9046568870544434,0.3428938686847687
35,0.9129902124404907,0.26835811138153076,0.8911764621734619,0.40529561042785645
36,0.9129902124404907,0.2693272531032562,0.8985294103622437,0.3694224953651428
37,0.913174033164978,0.26023346185684204,0.9012255072593689,0.36410731077194214
38,0.9188725352287292,0.253496378660202,0.8985294103622437,0.3744461238384247
39,0.916911780834198,0.2518993616104126,0.8995097875595093,0.3934863209724426
40,0.9169730544090271,0.24768823385238647,0.9019607901573181,0.36362919211387634
41,0.9174632430076599,0.2524387538433075,0.8968137502670288,0.37835294008255005
42,0.9212009906768799,0.2446354329586029,0.8941176533699036,0.4014444351196289
43,0.9174632430076599,0.251781165599823,0.8992646932601929,0.37457340955734253
44,0.9180759787559509,0.24799761176109314,0.895588219165802,0.3830721378326416
45,0.9228553771972656,0.23527900874614716,0.904411792755127,0.37352970242500305
46,0.9228553771972656,0.2346341758966446,0.8963235020637512,0.39739954471588135
47,0.9199755191802979,0.24393542110919952,0.9034313559532166,0.3744751214981079
48,0.9219975471496582,0.2378237545490265,0.8936274647712708,0.4188399612903595
49,0.9264093041419983,0.2258639931678772,0.8963235020637512,0.39390137791633606
50,0.925000011920929,0.22530293464660645,0.8997548818588257,0.40345698595046997
