epoch,accuracy,loss,val_accuracy,val_loss
0,0.5880514979362488,1.5321158170700073,0.8169117569923401,0.6832767128944397
1,0.7599264979362488,0.8533180952072144,0.8546568751335144,0.51849365234375
2,0.7999387383460999,0.6939360499382019,0.8715686202049255,0.4482596516609192
3,0.8170343041419983,0.6204364895820618,0.8818627595901489,0.40958961844444275
4,0.8325980305671692,0.5600911974906921,0.8938725590705872,0.3785499632358551
5,0.8450367450714111,0.5083941221237183,0.8958333134651184,0.3573146164417267
6,0.8549019694328308,0.48294004797935486,0.9014706015586853,0.32349562644958496
7,0.8634803891181946,0.45860567688941956,0.9071078300476074,0.3152090311050415
8,0.8683823347091675,0.44534868001937866,0.9083333611488342,0.32638850808143616
9,0.873774528503418,0.4241318106651306,0.9073529243469238,0.3100466728210449
10,0.875,0.4094736576080322,0.9178921580314636,0.2899586856365204
11,0.8795343041419983,0.3900364637374878,0.9166666865348816,0.2872898578643799
12,0.8778186440467834,0.3913304805755615,0.9159313440322876,0.28596580028533936
13,0.8833945989608765,0.3890135586261749,0.9183823466300964,0.2750021517276764
14,0.8828431367874146,0.3760308623313904,0.9174019694328308,0.2857621908187866
15,0.8844975233078003,0.3749542236328125,0.9144607782363892,0.2727586627006531
16,0.8886029124259949,0.35900646448135376,0.9188725352287292,0.28079283237457275
17,0.8945465683937073,0.34828394651412964,0.9210784435272217,0.27776557207107544
18,0.8957720398902893,0.34040600061416626,0.9144607782363892,0.2906900644302368
19,0.8958945870399475,0.35023245215415955,0.9237744808197021,0.277874231338501
20,0.8955269455909729,0.3421449363231659,0.9210784435272217,0.2736070454120636
21,0.89436274766922,0.3411896824836731,0.91813725233078,0.2807897627353668
22,0.8936274647712708,0.33653733134269714,0.920098066329956,0.27124854922294617
23,0.8939951062202454,0.34041956067085266,0.9188725352287292,0.26812833547592163
24,0.8992034196853638,0.32388246059417725,0.9242647290229797,0.2666756510734558
25,0.8946691155433655,0.3245960772037506,0.9237744808197021,0.2703201472759247
26,0.903124988079071,0.3194179832935333,0.9254902005195618,0.2562797963619232
27,0.8979779481887817,0.33378565311431885,0.9208333492279053,0.27730807662010193
28,0.8982843160629272,0.32763174176216125,0.9213235378265381,0.27663058042526245
29,0.9011642336845398,0.31397032737731934,0.9254902005195618,0.2598017454147339
30,0.9033088088035583,0.31504467129707336,0.9240196347236633,0.26358187198638916
31,0.9020220637321472,0.3170783519744873,0.925000011920929,0.26264330744743347
32,0.9037989974021912,0.3200846016407013,0.9240196347236633,0.26703599095344543
33,0.9046568870544434,0.30559051036834717,0.9218137264251709,0.2709810137748718
34,0.9037989974021912,0.3124813437461853,0.9272058606147766,0.25780531764030457
35,0.9057598114013672,0.308595210313797,0.9264705777168274,0.26334667205810547
36,0.9033088088035583,0.3140457570552826,0.9301470518112183,0.2691178023815155
37,0.903676450252533,0.30692100524902344,0.9237744808197021,0.2743130922317505
38,0.9041053652763367,0.3093189299106598,0.9191176295280457,0.28814610838890076
39,0.9079656600952148,0.298859566450119,0.9242647290229797,0.29064616560935974
40,0.9053308963775635,0.30945244431495667,0.9223039150238037,0.27597397565841675
41,0.905637264251709,0.3028196394443512,0.927450954914093,0.2673567831516266
42,0.9058210849761963,0.30539149045944214,0.9284313917160034,0.26176151633262634
43,0.9052083492279053,0.3060709834098816,0.9227941036224365,0.27470600605010986
44,0.9085171818733215,0.30613332986831665,0.9247549176216125,0.2778400480747223
45,0.9073529243469238,0.3086700439453125,0.9286764860153198,0.2614072263240814
46,0.9047181606292725,0.30265703797340393,0.9338235259056091,0.2641748785972595
47,0.9061274528503418,0.3027544915676117,0.926225483417511,0.276268869638443
48,0.9107230305671692,0.29687848687171936,0.9235293865203857,0.2773839235305786
49,0.9039215445518494,0.3055790662765503,0.9242647290229797,0.2872624695301056
50,0.9090073704719543,0.3034329414367676,0.925000011920929,0.28080326318740845
51,0.9126838445663452,0.2901943027973175,0.9240196347236633,0.28939953446388245
52,0.9064338207244873,0.299044132232666,0.9171568751335144,0.28965112566947937
53,0.9066789150238037,0.302575945854187,0.9245098233222961,0.28234755992889404
54,0.9117034077644348,0.2978880703449249,0.9203431606292725,0.28870075941085815
55,0.9103553891181946,0.2977122664451599,0.9242647290229797,0.2771171033382416
56,0.9121936559677124,0.2845883071422577,0.9286764860153198,0.2764902114868164
57,0.9105392098426819,0.2948310077190399,0.925000011920929,0.2843930423259735
58,0.9120097756385803,0.29521849751472473,0.928186297416687,0.27104321122169495
59,0.9098039269447327,0.2970520555973053,0.926225483417511,0.27545106410980225
60,0.9093137383460999,0.29346299171447754,0.925000011920929,0.28329816460609436
61,0.9109681248664856,0.29857587814331055,0.9247549176216125,0.28212109208106995
62,0.9069240093231201,0.30817145109176636,0.9242647290229797,0.2782641649246216
63,0.9098039269447327,0.29765743017196655,0.9259803891181946,0.26792779564857483
64,0.9129289388656616,0.2927343249320984,0.9284313917160034,0.2806083559989929
65,0.9101715683937073,0.2978037893772125,0.9257352948188782,0.2763185501098633
66,0.9102941155433655,0.295972615480423,0.920098066329956,0.28780418634414673
67,0.9098039269447327,0.2993294596672058,0.9235293865203857,0.30700528621673584
68,0.9132353067398071,0.3015633225440979,0.9257352948188782,0.27874523401260376
69,0.9120097756385803,0.29527461528778076,0.9247549176216125,0.2811684012413025
70,0.9100490212440491,0.3033719062805176,0.9247549176216125,0.27952203154563904
71,0.9125000238418579,0.30030709505081177,0.9259803891181946,0.27855703234672546
72,0.9128063917160034,0.2878011465072632,0.9269607663154602,0.27033618092536926
